status,original_corrupted_path,new_sanitized_path_or_error
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00609791,,breast_nanomedicine_datasets.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_863bf2383239.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00607438,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_55acafd218c5
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00607438,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_7cb9c1e8d9c9.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00509535,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_f87bd986f2ae
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00509535,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_a92856d2c218.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00505271,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_69b576ece6cf
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00505271,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_90f6cece8262.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00499291,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_06023171d3b9
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00499291,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_20421bd958d1.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00479674,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_9861ccbe08cb
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00479674,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_29477e6f9a7b.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00470548,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_95ef4ad720a7
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00470548,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_827625d281cb.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00436709,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_11b54d9491e5
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00436709,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_2a28856ff004.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00407888,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_13c187f56b35
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00407888,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_8c793d7e2d2b.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00404404,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_82c3083b98ee
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00404404,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_83ebe7e83734.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00397761,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_f940472e332f
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00397761,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_784d654b5134.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00331630,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_88f14f9046a5
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00331630,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_e7fb702e159d.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00313599,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_ae694b7ddb31
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00313599,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_5e47adfab284.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00309959,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_69470a78754d
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00254592,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_4091bd4d3110
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00254592,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_a17f917e6cc0.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00251472,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_91ae915a8860
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00251472,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_f14cac06f9f7.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00110695,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_087d7c350741
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00110695,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_45b5aae52246.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00110084,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_7e8f57a67a92
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00110084,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_5e04b5732674.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00093145,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_92402530566b
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00093145,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_217efa2853c8.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00046527,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_000e776f6fed
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00046527,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_5c747b0f33a4.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00046514,1,OK,data",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_9d489d7ce13b
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT00046514,,crawl_discovered.txt,1,OK,data","D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_8559b058a036.txt,1,OK,data"
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT07034248,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_37ebdd7ddb9e.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT07032220,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_8eba5cb4d1d4.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT07026435,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_3abd5c2e74fd.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT07006935,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_3621320cc907.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06879535,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_35c1b79dc088.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06591650,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_8fd625e5946d.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06564935,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_71c97e794322.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06492759,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_f43ce716ec0f.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06485752,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_387f423c6a20.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06468605,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_c3179bee2768.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06463600,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_c271535017e7.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06309485,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_0d7e533a0d5a.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06169072,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_5e3ad410a7ab.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06104371,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_a60ac3cf84ce.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT06048367,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_98890f80aeb5.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05985551,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_29e98120b5ca.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05969041,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_52a8e7aed5e4.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05939830,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_d99da908d596.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05625698,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_a06c48e30ce5.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05422794,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_6f0cea25b980.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05382559,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_bb24df0a4c76.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05359783,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_04636173d940.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05238831,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_979e43e8cf0f.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05198635,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_593a3b3e3143.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05161507,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_3b4fea6dc9c2.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05103358,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_f3178329653c.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05092373,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_0b439647bcc3.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05039632,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_1e89d1b8bb46.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT05011435,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_c371c00eab5e.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04951245,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_4eb288e04832.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04899908,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_6a9b01743989.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04889209,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_460105a167d5.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04784221,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_9f0ca9f57294.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04753216,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_18c7eea5c74f.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04744506,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_508c3f60744f.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04734262,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_b5970894c02e.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04722692,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_0d3098c0db9d.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04615013,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_0ac2c0c72a0c.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04482803,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_accbbd3216a4.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04480957,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_ead283cf4cc4.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04311047,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_46d5dd409d0a.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04298398,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_6e3dbabbc527.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04266249,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_815f8c05ac99.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04260360,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_8489a5284aec.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04249167,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_58cc85351326.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04216472,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_68d75e095788.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04138342,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_6bd45dffdd2c.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT04137653,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_b9ae3d4096c5.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03967652,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_5e7df5e89321.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03961698,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_18f43232c748.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03937635,,clean_nanomedicine_all.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_66f990676ef5.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03878524,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_4aac999c0a19.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03799692,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_4411239e3fb0.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03799679,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_4ae5879d77a4.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03783364,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_955e21721488.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03739931,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_3ea1d6efd040.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03719326,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_150c7894490d.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03678883,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_90424e8354f8.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\BRCA\b498f32c-7b06-4447-9759-57778b4081c7,,download_brca2.txt.source",D:\breast_cancer_project_root\data\01_raw\BRCA\sanitized_1ab6bd06f32b.source
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03606967,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_70bbd59fc235.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03505528,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_933fca8dc977.txt
SUCCESS,"D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\NCT03382340,,breast_nanomedicine_datasets.txt",D:\breast_cancer_project_root\data\01_raw\RECURSIVE\https\clinicaltrials.gov\study\sanitized_524890fb3e5d.txt
